Date,Total,day,holiday,holiday_type,before_cases,after_cases
2021-07-31,1256540,NA,NA,NA,0,0
2021-08-01,1259654,NA,NA,NA,0,0
2021-08-02,1263264,NA,NA,NA,0,0
2021-08-03,1255348,NA,NA,NA,0,0
2021-08-04,1261867,NA,NA,NA,0,0
2021-08-05,1263656,NA,NA,NA,0,0
2021-08-06,1267667,NA,NA,NA,0,0
2021-08-07,1266895,NA,NA,NA,0,0
2021-08-08,1262546,NA,NA,NA,0,0
2021-08-09,1258806,NA,NA,NA,0,0
2021-08-10,1245872,NA,NA,NA,0,0
2021-08-11,1244709,NA,NA,NA,0,0
